# Time, Volumetric flow
0.0,0.18612432636178364
31.25,0.18163956493480435
62.5,0.18163956493480435
93.75,0.19083615569387957
125.0,0.18385460054246258
156.25,0.18163956493480404
187.5,0.18385460054246258
218.75,0.18845079319879937
250.0,0.19328267897752124
281.25,0.18612432636178322
312.5,0.18612432636178453
343.75,0.18385460054246386
375.0,0.1884507931987987
406.25,0.17736584365591276
437.5,0.18385460054246258
468.75,0.1884507931987987
500.0,0.18163956493480465
